,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
4134,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
4135,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
4136,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
4137,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
4138,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
4139,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
4140,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
4141,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
4142,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
4143,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
4144,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
4145,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
4146,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
4147,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
4148,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
4149,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
4150,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
4151,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
4152,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
4153,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
4154,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
4155,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
4156,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
4157,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
4158,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
4159,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
4160,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
4161,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
4162,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
4163,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
4164,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
4165,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
4166,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
4167,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
4168,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
4169,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
4170,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
4171,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
4172,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
4173,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
4174,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4175,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
4176,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
4177,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
4178,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
4179,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
4180,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
4181,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
4182,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
4183,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
4184,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
4185,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
4186,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
4187,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
4188,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
4189,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
4190,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
4191,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
4192,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
4193,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
4194,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
4195,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
4196,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
4197,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
4198,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
4199,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
4200,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
4201,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
4202,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
4203,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
4204,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
4205,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
4206,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
4207,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
4208,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
4209,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
4210,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
4211,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
4212,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
4213,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
4214,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
4215,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4216,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
4217,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
4218,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
4219,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
4220,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
4221,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
4222,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
4223,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
4224,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
4225,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
4226,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
4227,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
4228,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
4229,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
4230,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
4231,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
4232,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
4233,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
4234,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
4235,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
4236,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
4237,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
4238,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
4239,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
4240,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
4241,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
4242,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
4243,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
4244,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
4245,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
4246,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
4247,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
4248,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
4249,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
4250,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
4251,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
4252,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
4253,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
4254,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
4255,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
4256,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4257,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
4258,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
4259,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
4260,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
4261,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
4262,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
4263,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
4264,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
4265,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
4266,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
4267,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
4268,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
4269,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
4270,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
4271,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
4272,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
4273,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
4274,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
4275,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
4276,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
4277,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
4278,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
4279,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
4280,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
4281,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
4282,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
4283,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
4284,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
4285,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
4286,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
4287,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
4288,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
4289,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
4290,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
4291,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
4292,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
4293,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
4294,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
4295,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
4296,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
4297,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4298,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
4299,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
4300,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
4301,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
4302,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
4303,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
4304,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
4305,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
4306,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
4307,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
4308,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
4309,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
4310,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
4311,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
4312,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
4313,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
4314,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
4315,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
4316,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
4317,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
4318,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
4319,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
4320,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
4321,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
4322,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
4323,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
4324,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
4325,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
4326,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
4327,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
4328,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
4329,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
4330,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
4331,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
4332,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
4333,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
4334,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
4335,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
4336,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
4337,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
4338,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4339,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
4340,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
